s1_id,name,addr,country,pred_cid,cand_name,cand_addr,score,num_candidates,error_type
S1-808877270,knight and lockwood granite inc,1407 huddersfield drive  smyrna  tn,US,S2-665446230,group knight and lockwood granite,tn  1418 huddersfield dr  smyrna,0.7784,48,approx_name_match
S1-809766756,gregson and gates,n1143 barnwood court  village of greenville  wi,US,S2-883362669,gregson and  gates west,n1147 barnwood ct  village of greenville  wi,0.9067,40,approx_name_match
S1-810063602,machado trading el dorado,1339 douglas road  el dorado  ks,US,S3-419916884,machado trading el dorado  inc,1346 douglas road  el dorado cdp  kansas,0.5427,25,approx_name_match
S1-810652559,j   f systems,bel aire  5753 bristol street  ks  fl 0,US,S3-260793074,j   f systhems ltd,5764 brisotl st  kansas  fl  0  bel aire,0.6259,50,approx_name_match
S1-810841510,modern diagnostic concepts llc,tucson  6071 sayal  az,US,S3-879687839,modern diagnostic concepts,bell rd  unit 2032  phoenix  arizona,0.7782,38,approx_name_match
S1-81125196,great fund,ct  litchfield  31 howe road,US,S3-419461280,great fund,4925a sweetleaf drive  riverside  ohio,0.85,20,same_name_different_addr
S1-811916225,rockwall nano pc,3840 juniper hill drive  rockwall  tx,US,S2-391358558,rockwall nano co,rockwall  3845 juniper hill dr  tx,0.7481,17,approx_name_match
S1-812430955,maryville community center,1409 carowinds circle  maryville  tn,US,S3-514147797,maryville community center inc,1430c carowinds circle  maryville  tennessee,0.8239,49,approx_name_match
S1-813615541,cascade family practice,716 chancellorsville drive  wentzville  mo,US,S2-149522034,cascade family practice inc,720 chancellorsville drive  wentzville  mo,0.5691,15,approx_name_match
S1-815401948,lower synchrony inc,kingsbury  286 queens drive  ny,US,S2-162664483,lower synchrony inc,293 queens drive  hudson falls  ny,0.8462,1,same_name_different_addr
S1-817562616,glen burnie dermatology smart group,md  unit k  glen burnie  337 hospital drive,US,S2-263313782,glen burnie urgent care physicians authority,md  glen burnie  7727  overhill road,0.5443,24,approx_name_match
S1-818032155,cascade committee,il  1052 springfield avenue  chicago,US,S2-37572914,cascade committee,6181 scheider rd  freeport  il,0.8067,24,same_name_different_addr
S1-818221925,cascade league,3320 hollybrook court  greensboro  nc,US,S2-162453716,cascade league,stony point school rd  stony point  nc,0.8067,40,same_name_different_addr
S1-818301416,cancer center,4620 menchaca road  austin  tx,US,S3-957620896,cancer central  center,austin  4629 menchaca rd  texas,0.6757,12,approx_name_match
S1-819432839,continental program,fillmore  632 central avenue  ca,US,S2-550068953,continental program,discovery dr  hatfield township  pa,0.85,26,same_name_different_addr
S1-81968537,lucky bakery,ny  23 b ross avenue  norwich,US,S3-476720239,lucky  bakery,,0.8423,47,approx_name_match
S1-820515,shel marzano  cpa,8325 milner avenue  terre haute  in,US,S3-899283034,marzano   shel cpaa,8325 minler ave  terre haute  indiana,0.5469,97,approx_name_match
S1-820864129,marline burke pinnacle redwood l l c,118 wood duck  texarkana  tx,US,S2-519880909,marline burke pinnacle redwood llc,,0.7561,39,approx_name_match
S1-822168720,dynamic research ventures,3245 hanna avenue  cincinnati  oh,US,S2-840801753,dynamic  research ventures,sampson st  des moines  ia,0.7682,1,approx_name_match
S1-823166196,nao polska,1108 marshall avenue  evansville  in,US,S3-419064781,nao polska,tulsacity  oklahoma  8905 quebec avenue,0.8067,62,same_name_different_addr
S1-824116159,dynamic scientific,3934 black road  blountsville  al,US,S2-332601264,dynamic scientific corp,3947 black rd  blountsville  al,0.5338,1,approx_name_match
S1-824712143,holy church,12402 division street  spokane  wa,US,S3-920425482,holy church,new york  auburn  perrine street,0.8067,48,same_name_different_addr
S1-826900772,family federal clinic llc,320 madison road  orange town  va,US,S2-959262370,family federal clinic llc,,0.79,2,same_name_different_addr
S1-827119134,main street yoga,1565 huskey road  mosier  or,US,S3-71721860,main street yoga,connecticut  stamford  62 akbar road,0.8067,69,same_name_different_addr
S1-827576292,fresh bakery inc,1206 b 17th street  temple  unit b  tx,US,S2-557571791,fresh bakery  inc,tx  sisbee  winters st,0.8175,49,approx_name_match
S1-827962113,timber,27613 alpen drive  ca  lake arrowhead,US,S3-769114388,timber corp,california  27615 alpen dr  lake arrowhead,0.8032,5,approx_name_match
S1-828271606,gabriella gochenour pearl inc,brookhaven  ny  64 montgomery avenue,US,S3-97710300,gabriella gochenour pearl group,69 montgomery avenue  brookhaven  new york,0.7879,57,approx_name_match
S1-828483964,pediatric dentistry group p c,9371 garden creek road  buchanan county  va,US,S3-613816746,pediatric dentistry  group p c,hampton city  virginia  00466 wind mill point rd,0.7836,17,approx_name_match
S1-828684436,health alliance,hesperia  ca  9095 quincy avenue,US,S2-866425907,health  alliance,30269  highway 20  republic  wa,0.7837,45,approx_name_match
S1-828692980,pediatric dental specialists partners,547 virgil street  jasonville  in,US,S3-904200130,pediatric dental specialists  partners,washington  longview    5  3044 maryland street,0.8024,35,approx_name_match
S1-829657294,dermatology physicians of newburyport,ma  newburyport  16 coltin drive,US,S3-646067266,dermatology physicians of newbrsuyort coastal,29 coltin drive  newburyport  massachusetts,0.6705,13,approx_name_match
S1-83055148,bureau of aging,39 lansdowne drive  mamaroneck  ny,US,S2-80300269,bureau of aging,main st  glastonbury  ct,0.79,27,same_name_different_addr
S1-832703789,global smith,greensboro  nc  638 millwood school road,US,S2-437776011,global smith llc,641 millwood school road  greensboro township  nc,0.8487,1,approx_name_match
S1-83273810,cozy pilates,md  ellicott city  3534 rosemary lane,US,S2-179335914,cozy pilates,,0.85,40,same_name_different_addr
S1-832965663,select integrated llc,mo  columbia  fl 1  1845 boris drive,US,S3-238777808,select  integrated group,1858 boris drive  fl 1  columbia  missouri,0.7841,7,approx_name_match
S1-833090009,pena   ray,in  410 indiana street  huntington,US,S2-479787867,pena   ray corp,0417 indiana street  huntington  in,0.8533,1,approx_name_match
S1-833219040,regional society,1663 poplar ridge road  alexandria ky  ky,US,S2-208935917,regional  society,east rochester  state rte 172  oh,0.7841,25,approx_name_match
S1-834163511,west health center llc,200 ross road  bldg building h  bridgeport borough  pa,US,S2-273315441,west health center llc,ks  brownell  16091 aa road,0.8025,5,same_name_different_addr
S1-835068816,cozy pilates,11251 san lucas drive  loma linda  ca,US,S2-179335914,cozy pilates,,0.79,51,same_name_different_addr
S1-835222454,bright jab llc,203 canvasback drive  clute  tx,US,S2-56871977,bright jab corp,cluet  224  canvasback dr  tx,0.7931,1,approx_name_match
S1-835506164,marx   kwon care,1476 eden road  abilene  ks,US,S2-964007064,hameed    kwon care,ks  abilene    1476 eden road,0.7193,78,approx_name_match
S1-837152284,anissa juarez desert plains llc,1026 1 2 east street  madison  in,US,S2-863921963,anissa juarez desert plains highland,1026 1 3 b east street  madison  in,0.8408,43,approx_name_match
S1-839635912,ramirez snow llc,204 canyon lake circle  morrisville  nc,US,S3-291688335,ramirez snow ltd,morrisville  205 canon lake circle  north carolina,0.7717,16,approx_name_match
S1-840699953,regional ministries,212 somerset glenn  village of wales  wi,US,S3-699264880,regional ministries,,0.79,32,same_name_different_addr
S1-842547985,corner bakery llc,121 wellesley avenue  spokane  wa,US,S2-364590301,corner bakery llc,pendleton  or  73371 mud springs rd,0.79,37,same_name_different_addr
S1-843851671,indira s mountain tire shop llc,6335 144  mooresville  in,US,S3-65670756,indira s mountain tire shop partners,indiana  mooresville  6344 144,0.7689,72,approx_name_match
S1-84651701,summit ministries,214 small pine drive  garner  nc,US,S2-471598877,summit ministries,kinder lane  vinita  ok,0.79,22,same_name_different_addr
S1-847418689,physical therapy specialists group,1018 19th street  arlington county  va,US,S2-912698187,physical therapy specialists group,4939c 35th pl  portland  or,0.79,7,same_name_different_addr
S1-848227750,protech inc,2220 hartzell street  evanston  il,US,S3-585274333,protech  inc,,0.7817,55,approx_name_match
S1-848556377,dawson valley douglas inc,19558 route j40  keosauqua  ia,US,S3-851204022,dawson valley douglas metro  inc,keosauqua  iowa  19561 route j40,0.7897,24,approx_name_match
S1-849617620,saex inc,2545 anderson station road  unit 902  chillicothe  oh,US,S3-233449992,saex  inc,,0.7789,7,approx_name_match
S1-850996160,perez brc llc,4368 230th avenue  saint francis  mn,US,S2-262644967,perez brc uptown llc,4379 230th ave  saint francis  mn,0.5311,40,approx_name_match
S1-851203312,joelie f  dubrow  p a  lp,2300 lincoln avenue  fort worth  tx,US,S2-820806232,joelie f  p a  dubrow  llc,oakland    2225 old pioneer rd  or,0.584,80,approx_name_match
S1-851451686,shackelford  pruitt   french bright center,68 lillian street  cramerton  nc,US,S3-17540342,shackelford  pruitt and french french appliance center,cramerton  70 lillian st  north carolina,0.6229,43,approx_name_match
S1-852280328,unified diana,2483 purple fountain point  cimarron hills  co,US,S3-113825899,unified diana corp,colorado  2488 purpte fountain pt  cimarron hills,0.7643,28,approx_name_match
S1-853001157,l 9 v illinois corp,123 woodbine avenue  unit unit f  saint louis  mo,US,S3-932556854,l 9 v illinois llc,missouri  saint louis  130  woodbine ave  unit unit f,0.8412,8,approx_name_match
S1-853051756,historical guild,1963 pembroke avenue  unit unit 205  hampton city  va,US,S2-57400786,historical guild,52nd avenue  spanaway  wa,0.8036,29,same_name_different_addr
S1-853294048,crystal marine group,goree  106 1st street  tx,US,S3-878614609,crystal marine group lakeside inc,texas  108 first st  goree,0.7801,2,approx_name_match
S1-855905642,patriot alliance associates,priceville  al  187 friendship road,US,S3-858063525,patriot allnsiacne associates group,alabama  198 friendship road  priceville,0.6565,25,approx_name_match
S1-858005282,enon,nc  94 cotton patch court  burgaw,US,S2-735370163,enon,326 mccotter boulevard  havelock  nc,0.805,24,same_name_different_addr
S1-861551698,gulf trust,minerva  1328 29  ny,US,S2-683000386,gulf trust,ny  rochester  city  54 scrantom st,0.8667,33,same_name_different_addr
S1-861779878,4151 first ave management ltd,55 congress street  unit 181  amesbury  ma,US,S2-150239727,4151 first ave management westgate,amesbury  ma  57 congress street,0.8041,17,approx_name_match
S1-862782345,glyphify battery,915 3rd street  correctionville  ia,US,S2-596231027,glyphufy battery,915 3th st  correctionville  ia,0.6775,83,approx_name_match
S1-863736820,interfaith association,188 murphy lake loop  fortine  mt,US,S2-73672573,interfaith association,mandy ln  hampden township  pa,0.79,36,same_name_different_addr
S1-864211800,north national arcelormittal pllc,ny  6934 proximity lane  victor,US,S2-395977989,north national arcelormittal  pllc,gannett rd  northfield  oh,0.8471,2,approx_name_match
S1-865146205,preferred grade,509 front street  city of spooner  wi,US,S2-10547386,preferred grade corp,512 front street  city of spooner  wi,0.5342,1,approx_name_match
S1-869152848,downtown diner,1219 vail avenue  arlington heights  il,US,S2-832912164,downtown diner,parsons avenue  oh  columbus,0.8067,42,same_name_different_addr
S1-870716156,fresh pilates,906 w summit ave  fergus falls  mn,US,S2-47838206,fresh pilates,hayes street  null  wasington  dc,0.79,43,same_name_different_addr
S1-871313559,alayne s research,21204 s herron road  lakebay  wa,US,S2-552640173,alayne s research co,21209d s herron road  lakebay  wa,0.8781,61,approx_name_match
S1-872554774,national charities llc,1501 mcwhorter road  tn  cunningham,US,S2-531044130,national charities llc,oh  2220 high street  cuyahoga falls,0.79,42,same_name_different_addr
S1-872568002,alecia ninan elite bitwise llc,108 jenness street  lynn  ma,US,S2-116990538,pearson clear biscieince  llc,108 jenness st  lynn  ma,0.5684,69,approx_name_match
S1-872909633,southern highland daedalus,or  unit  c  beaverton  17740 alexander street,US,S3-999793607,southern highland  daedalus ltd,17745  alexander street  unit  c  beaverton  oregon,0.8473,3,approx_name_match
S1-87311662,new life catholic church,il  peoria  1128 thrush avenue,US,S2-596505628,new life catholic church,,0.85,21,same_name_different_addr
S1-874475418,bright cafe,11 talshire lane  sugar land  tx,US,S2-593185504,bright cafe,derek drive  baytown  cdp  tx,0.805,26,same_name_different_addr
S1-874754565,trinity emanuel,504 collins park drive  nashville  unit 104  tn,US,S2-265259760,trinity  emanuel,plateau dr  springfield  oh,0.7974,34,approx_name_match
S1-876467248,patriot coalition llc,ma  arlington  10 revere street,US,S2-522465683,patriot coalition llc,6 rodman st  jamaica plain  ma,0.8233,34,same_name_different_addr
S1-87721155,data mobility union inc,2111 lavender lane  colton  ca,US,S2-711367945,data mobility union inc,2118 lavender ln  colton  ca,0.65,1,same_name_different_addr
S1-877298145,36 hour homecare inc,93 juneberry lane  tuckasegee  nc,US,S3-952293784,36 hour homecare north inc,tuckasegee  north carolina  94 juneberry ln,0.7653,60,approx_name_match
S1-878586124,interfaith project,1237 van buren street  fairfield  ca,US,S2-875719746,interfaith project,,0.79,25,same_name_different_addr
S1-87945479,northern animal hospital,50595 wyandotte drive  granger  in,US,S3-821843571,northern animal hospital,truro drive  chanler  arizona,0.8088,11,same_name_different_addr
S1-882691973,bright ice cream,8550 147th terrace  unit  102  beaverton  or,US,S2-357478428,bright ice cream,7715b pineville matthews rd  charlotte  nc,0.79,67,same_name_different_addr
S1-883901222,blue tavern,mesquite  tx  2215 borman avenue,US,S3-313916254,blue  tavern,5410 feagan st  pmb 8559  houston  texas,0.7817,54,approx_name_match
S1-884053044,opton llc,7161 firwood drive  ferndale  wa,US,S3-821926926,opton llc,texas  cleveland  316 road 5814,0.79,81,same_name_different_addr
S1-884274945,silver book store,121 high avenue  bellefontaine  oh,US,S2-794505858,silver book store,downer pl  auurora  il,0.79,35,same_name_different_addr
S1-885024388,certified fannie inc,greensboro  nc  4401 hicone road,US,S2-572964271,certified riverside inc  services,4404 hicone road  greensboro  nc,0.6227,1,approx_name_match
S1-8850707,i m annaly llc,1108 skyline drive  fl 1  medford  or,US,S3-442465023,i m annaly llc,alexandria  virginia  3308 martha custis drive,0.8025,1,same_name_different_addr
S1-885400725,veify golden costamare llc,7 jordan lane  raymond  me,US,S2-244627923,veify golden costamare llc,,0.79,40,same_name_different_addr
S1-886177691,direct plum,50 grist mill lane  leburn  ky,US,S2-12632297,direct plum,tukwila  13057 56th ave  wa,0.79,13,same_name_different_addr
S1-889162517,heartland initiative,4218 ealy road  east ridge  tn,US,S3-768680782,heartland initiative,ridge circle rd  andersonville  tennessee,0.8233,40,same_name_different_addr
S1-890041218,chapman s entertainment,2138 mt ridge lane  rockingham county  va,US,S2-994058651,chapman s entertainment corp,2149 mt ridre lane  rockingham county  va,0.5416,4,approx_name_match
S1-891314172,minda murphey cascade shore inc,7825 northwinds drive  missouri city  tx,US,S3-176904343,minda murphey cascade shore corp,texas  n a  missouri city    7830 northwinds drive,0.8039,69,approx_name_match
